userId,userLabelIndex,transcription,groundTruth,randomNoiseStandardDeviation,lowPassFreqCutoff,highPassFreqCutoff,synthName,encodingType
1,18,"are the working","are the home office boomboxes working",0.5,500.0,1500.0,google,mp3
1,19,"are the smoke detectors in the kitchen","are the smoke detectors in the kitchen okay or not",0.5,500.0,1500.0,flite,mp3
1,20,"","is someone toasting bread",0.5,500.0,1500.0,espeak,mp3
1,21,"can you see the smoke detector in the kitchen is working","can you see if the smoke detector in the kitchen is working",0.5,500.0,1500.0,flite,mp3
1,22,"where can i find a buck","where can i find the clock",0.5,500.0,1500.0,google,mp3
1,23,"is the bedroom light on","is the bedroom security alarm on",0.5,500.0,1500.0,flite,mp3
1,24,"is the smoke detector in the living room","is the smoke detector in the living room functioning optimally",0.5,500.0,1500.0,google,mp3
1,25,"are the lights turned on","are the lights turned on",0.5,500.0,1500.0,flite,mp3
1,26,"working properly","is the blender in the kitchen working properly",0.3,300.0,2500.0,espeak,mp3
1,27,"what is the show on the television","what is the show on the television",0.3,300.0,2500.0,google,mp3
1,28,"hallway turned off","do you know whether the phone in the hallway is turned off",0.3,300.0,2500.0,espeak,mp3
1,29,"what is the daylight now","what do the sensors in the gym say right now",0.3,300.0,2500.0,google,mp3
2,0,"","is the air conditioner in the kitchen working properly",0.3,300.0,2500.0,google,mp3
2,1,"","are the sensors operating in the study",0.3,300.0,2500.0,espeak,mp3
2,2,"","did i turn the dining room heat off",0.3,300.0,2500.0,google,mp3
2,3,"","why is the time wrong on the clock in the kitchen",0.3,300.0,2500.0,flite,mp3
2,4,"","are the living room air conditioners not working correctly",0.4,400.0,2000.0,google,mp3
2,5,"","are the gym thermometers on",0.4,400.0,2000.0,flite,mp3
2,6,"","are the kitchen air-conditions on",0.4,400.0,2000.0,espeak,mp3
2,7,"what kind of","what time is on the hallway clock",0.4,400.0,2000.0,espeak,mp3
2,8,"","is alice okay",0.4,400.0,2000.0,google,mp3
2,9,"","are the lights in the kitchen turned off",0.4,400.0,2000.0,flite,mp3
2,10,"","does the bedroom thermometer show a reading",0.4,400.0,2000.0,google,mp3
2,11,"","is the toaster being used in the kitchen",0.4,400.0,2000.0,flite,mp3
2,12,"","is the kitchen microwave turned on",0.3,300.0,2500.0,espeak,mp3
2,13,"","is the gym clock broken",0.4,400.0,2000.0,flite,mp3
2,14,"","are the alarms in the livingroom broken",0.4,400.0,2000.0,espeak,mp3
2,15,"","are the clocks in the livingroom running okay",0.3,300.0,2500.0,flite,mp3
2,16,"can you do the radio","can you hear the radio",0.5,500.0,1500.0,google,mp3
2,17,"its a problem always show the right time","is the clock in the hallway showing the right time",0.5,500.0,1500.0,flite,mp3
2,18,"i bergam of that rain bark is working","are the home office boomboxes working",0.5,500.0,1500.0,google,mp3
2,19,"i did not expect any pitching okay or not","are the smoke detectors in the kitchen okay or not",0.5,500.0,1500.0,flite,mp3
2,20,"","is someone toasting bread",0.5,500.0,1500.0,espeak,mp3
2,21,"","can you see if the smoke detector in the kitchen is working",0.5,500.0,1500.0,flite,mp3
2,22,"where can i find a bath","where can i find the clock",0.5,500.0,1500.0,google,mp3
2,23,"","is the bedroom security alarm on",0.5,500.0,1500.0,flite,mp3
2,24,"its a flow detective in my living room continuously happening","is the smoke detector in the living room functioning optimally",0.5,500.0,1500.0,google,mp3
2,25,"","are the lights turned on",0.5,500.0,1500.0,flite,mp3
2,26,"its mernandalin located in flawberry","is the blender in the kitchen working properly",0.3,300.0,2500.0,espeak,mp3
2,27,"what is the show on the television","what is the show on the television",0.3,300.0,2500.0,google,mp3
2,28,"","do you know whether the phone in the hallway is turned off",0.3,300.0,2500.0,espeak,mp3
2,29,"what is the temple to micamic right now","what do the sensors in the gym say right now",0.3,300.0,2500.0,google,mp3
3,0,"people like when you","is the light in the hallway turned on",0.3,300.0,2500.0,flite,mp3
3,1,"then we","can you tell me if i left the phone on that is in the bedroom",0.3,300.0,2500.0,espeak,mp3
3,2,"what did kitchen","what do the sensors in the kitchen currently read",0.3,300.0,2500.0,flite,mp3
3,3,"what do all the","what do all the sensors in the livingroom read right now",0.3,300.0,2500.0,espeak,mp3
3,4,"is the telephone located in the dining room not functioning well","is the telephone located in the dinning room not functioning well",0.4,400.0,2000.0,google,mp3
3,5,"are the phones bedroom","are the phones in the bedroom in use",0.4,400.0,2000.0,espeak,mp3
3,6,"are all of the thermostats running","are all of the thermostats running",0.4,400.0,2000.0,google,mp3
3,7,"is it","is the phone in the living room off",0.4,400.0,2000.0,flite,mp3
3,8,"is the light in the dark room left on","is the light in the bathroom left on",0.4,400.0,2000.0,flite,mp3
3,9,"is the bedroom working","is the bedroom of working",0.4,400.0,2000.0,espeak,mp3
3,10,"why do you the fire alarm in the to catch smoke","why didn't the fire alarm in the gym detect smoke",0.4,400.0,2000.0,google,mp3
3,11,"are the lights on in the","are the lights on in the gym",0.4,400.0,2000.0,espeak,mp3
3,12,"check if the office phone is working","check if the office phone is working",0.4,400.0,2000.0,google,mp3
3,13,"cannot be it should be","is the hallway tv working asi it should be",0.3,300.0,2500.0,flite,mp3
3,14,"are the alarms in the office turned off","are the alarms in the office turned off",0.4,400.0,2000.0,google,mp3
3,15,"","have the televisions in the living room been switched on",0.5,500.0,1500.0,espeak,mp3
3,16,"whats the current temperature in the living room","what's the current temperature in the living room",0.3,300.0,2500.0,google,mp3
3,17,"","what does the living room thermometer show",0.5,500.0,1500.0,espeak,mp3
3,18,"is the office phone broken","is the office phone broken",0.5,500.0,1500.0,google,mp3
3,19,"are the phones in operational","are the phones in thge bedroom operational",0.5,500.0,1500.0,espeak,mp3
3,20,"are the in the kitchen not working","are the freezers in the kitchen not working",0.5,500.0,1500.0,google,mp3
3,21,"are the bedroom","are the bedroom burglar alarms turned off",0.5,500.0,1500.0,flite,mp3
3,22,"where is alex","where is alice",0.5,500.0,1500.0,flite,mp3
3,23,"in the kitchen","is someone cooking in the kitchen",0.5,500.0,1500.0,espeak,mp3
3,24,"is the stove in the kitchen working correctly","is the stove in the kitchen working correctly",0.5,500.0,1500.0,google,mp3
3,25,"on","are all the tvs on",0.5,500.0,1500.0,espeak,mp3
3,26,"is the in the bedroom","is the air blowing in the bedroom",0.3,300.0,2500.0,google,mp3
3,27,"are the lights still on in the attic","are the lights still on in the office",0.3,300.0,2500.0,flite,mp3
3,28,"is the microwave in the kitchen working okay","is the microwave in the kitchen working okay",0.3,300.0,2500.0,espeak,mp3
3,29,"is it","is the camera system active",0.3,300.0,2500.0,flite,mp3
4,0,"it will from home","is the light in the hallway turned on",0.3,300.0,2500.0,flite,mp3
4,1,"and we me","can you tell me if i left the phone on that is in the bedroom",0.3,300.0,2500.0,espeak,mp3
4,2,"","what do the sensors in the kitchen currently read",0.3,300.0,2500.0,flite,mp3
4,3,"what","what do all the sensors in the livingroom read right now",0.3,300.0,2500.0,espeak,mp3
4,4,"is the telephone located in the room not functioning well","is the telephone located in the dinning room not functioning well",0.4,400.0,2000.0,google,mp3
4,5,"are the","are the phones in the bedroom in use",0.4,400.0,2000.0,espeak,mp3
4,6,"oh","are all of the thermostats running",0.4,400.0,2000.0,google,mp3
4,7,"","is the phone in the living room off",0.4,400.0,2000.0,flite,mp3
4,8,"light in the dark","is the light in the bathroom left on",0.4,400.0,2000.0,flite,mp3
4,9,"is my not working","is the bedroom of working",0.4,400.0,2000.0,espeak,mp3
4,10,"why didnt you fire alarm when the smoke","why didn't the fire alarm in the gym detect smoke",0.4,400.0,2000.0,google,mp3
4,11,"","are the lights on in the gym",0.4,400.0,2000.0,espeak,mp3
4,12,"if the office phone is working","check if the office phone is working",0.4,400.0,2000.0,google,mp3
4,13,"is the","is the hallway tv working asi it should be",0.3,300.0,2500.0,flite,mp3
4,14,"are the alarms in the office turned off","are the alarms in the office turned off",0.4,400.0,2000.0,google,mp3
4,15,"","have the televisions in the living room been switched on",0.5,500.0,1500.0,espeak,mp3
4,16,"whats the current temperature in the living room","what's the current temperature in the living room",0.3,300.0,2500.0,google,mp3
4,17,"the","what does the living room thermometer show",0.5,500.0,1500.0,espeak,mp3
4,18,"if the office phone","is the office phone broken",0.5,500.0,1500.0,google,mp3
4,19,"are the phones in","are the phones in thge bedroom operational",0.5,500.0,1500.0,espeak,mp3
4,20,"are the speakers in the kitchen not working","are the freezers in the kitchen not working",0.5,500.0,1500.0,google,mp3
4,21,"are the","are the bedroom burglar alarms turned off",0.5,500.0,1500.0,flite,mp3
4,22,"","where is alice",0.5,500.0,1500.0,flite,mp3
4,23,"","is someone cooking in the kitchen",0.5,500.0,1500.0,espeak,mp3
4,24,"is the in the kitchen working correctly","is the stove in the kitchen working correctly",0.5,500.0,1500.0,google,mp3
4,25,"","are all the tvs on",0.5,500.0,1500.0,espeak,mp3
4,26,"is the air blowing in the bedroom","is the air blowing in the bedroom",0.3,300.0,2500.0,google,mp3
4,27,"are the lights on in the office","are the lights still on in the office",0.3,300.0,2500.0,flite,mp3
4,28,"is the microwave in the kitchen working ok","is the microwave in the kitchen working okay",0.3,300.0,2500.0,espeak,mp3
4,29,"is the camera connected","is the camera system active",0.3,300.0,2500.0,flite,mp3
5,0,"people like","is the light in the hallway turned on",0.3,300.0,2500.0,flite,mp3
5,1,"","can you tell me if i left the phone on that is in the bedroom",0.3,300.0,2500.0,espeak,mp3
5,2,"in the kitchen turned around","what do the sensors in the kitchen currently read",0.3,300.0,2500.0,flite,mp3
5,3,"","what do all the sensors in the livingroom read right now",0.3,300.0,2500.0,espeak,mp3
5,4,"located not functioning well","is the telephone located in the dinning room not functioning well",0.4,400.0,2000.0,google,mp3
5,5,"you","are the phones in the bedroom in use",0.4,400.0,2000.0,espeak,mp3
5,6,"running","are all of the thermostats running",0.4,400.0,2000.0,google,mp3
5,7,"very much","is the phone in the living room off",0.4,400.0,2000.0,flite,mp3
5,8,"light in the dark","is the light in the bathroom left on",0.4,400.0,2000.0,flite,mp3
5,9,"not working","is the bedroom of working",0.4,400.0,2000.0,espeak,mp3
5,10,"why do you fire alarm smoke","why didn't the fire alarm in the gym detect smoke",0.4,400.0,2000.0,google,mp3
5,11,"","are the lights on in the gym",0.4,400.0,2000.0,espeak,mp3
5,12,"is working","check if the office phone is working",0.4,400.0,2000.0,google,mp3
5,13,"it should be","is the hallway tv working asi it should be",0.3,300.0,2500.0,flite,mp3
5,14,"alarm in the office turned off","are the alarms in the office turned off",0.4,400.0,2000.0,google,mp3
5,15,"","have the televisions in the living room been switched on",0.5,500.0,1500.0,espeak,mp3
5,16,"temperature in the living room","what's the current temperature in the living room",0.3,300.0,2500.0,google,mp3
5,17,"home","what does the living room thermometer show",0.5,500.0,1500.0,espeak,mp3
5,18,"","is the office phone broken",0.5,500.0,1500.0,google,mp3
5,19,"home operational","are the phones in thge bedroom operational",0.5,500.0,1500.0,espeak,mp3
5,20,"heater not working","are the freezers in the kitchen not working",0.5,500.0,1500.0,google,mp3
5,21,"bedroom alarm turned off","are the bedroom burglar alarms turned off",0.5,500.0,1500.0,flite,mp3
5,22,"wearing out","where is alice",0.5,500.0,1500.0,flite,mp3
5,23,"pager","is someone cooking in the kitchen",0.5,500.0,1500.0,espeak,mp3
5,24,"isnt working correctly","is the stove in the kitchen working correctly",0.5,500.0,1500.0,google,mp3
5,25,"","are all the tvs on",0.5,500.0,1500.0,espeak,mp3
5,26,"is the air blowing in the bedroom","is the air blowing in the bedroom",0.3,300.0,2500.0,google,mp3
5,27,"are the lights still on in the office","are the lights still on in the office",0.3,300.0,2500.0,flite,mp3
5,28,"is the microwave in the kitchen working ok","is the microwave in the kitchen working okay",0.3,300.0,2500.0,espeak,mp3
5,29,"is the system active","is the camera system active",0.3,300.0,2500.0,flite,mp3
6,0,"is the phone in the living room ringing","is the phone in the living room ringing",0.3,300.0,2500.0,espeak,mp3
6,1,"","are motion detectors on in the office",0.3,300.0,2500.0,espeak,mp3
6,2,"is the alarm activated in the restroom","is the alarm activated in the restroom",0.3,300.0,2500.0,google,mp3
6,3,"can you check the smoke detector","can you check the smoke detector in the hallway to be sure it's on",0.3,300.0,2500.0,flite,mp3
6,4,"is the microwave still on","is the miscrowave still on",0.4,400.0,2000.0,google,mp3
6,5,"is the not working","is the phone not working",0.4,400.0,2000.0,flite,mp3
6,6,"","what are the gym sensor readings",0.3,300.0,2500.0,espeak,mp3
6,7,"is the radio in the or not","is the radio in the katicken off",0.4,400.0,2000.0,flite,mp3
6,8,"is the hallway smoke detector operating","is the hallway smoke detector operating",0.4,400.0,2000.0,google,mp3
6,9,"do you remember whether the light in the is still on","do you remember whether the light bulb in the hallway is still on",0.3,300.0,2500.0,flite,mp3
6,10,"do you know whether the phone in the bathroom is turned off","do you know whether the phone in the bathroom is turned off",0.4,400.0,2000.0,google,mp3
6,11,"the sensors in my hallway are working properly","the sensors in my hallway are working properly correct",0.4,400.0,2000.0,flite,mp3"
6,12,"does the clock in the hallway show the right time","does the clock in the hallway show the right time",0.4,400.0,2000.0,google,mp3
6,13,"can you tell me the kitchen temperature","can you tell me the kitchen temperature",0.4,400.0,2000.0,flite,mp3
6,14,"is the microwave off","is the microwave off right now",0.4,400.0,2000.0,espeak,mp3
6,15,"is the air conditioner on","is the home office air conditioner on",0.5,500.0,1500.0,espeak,mp3
6,16,"what time is it on the clock in the hallway","what time is it on the clock in the hallway",0.5,500.0,1500.0,google,mp3
6,17,"can you tell me if the","could you tell me if the home office's tvs are turned off",0.5,500.0,1500.0,flite,mp3
6,18,"is the clock in the hallway working correctly","is the clock in the hallway working correctly",0.5,500.0,1500.0,google,mp3
6,19,"is there a in the","is there a fire in the gym",0.5,500.0,1500.0,flite,mp3
6,20,"can you tell me what the is","could you tell me what the kitchen's sensors say",0.5,500.0,1500.0,espeak,mp3
6,21,"will you let me know if the telephone in the turns on","will you let me know if the telephones in the office are turned on",0.5,500.0,1500.0,flite,mp3
6,22,"is the air conditioner","is the window air conditioner in the kitchen busted",0.5,500.0,1500.0,espeak,mp3
6,23,"does the air conditioner in the kitchen work","does the air conditioner in the kitchen work",0.5,500.0,1500.0,flite,mp3
6,24,"are the","are the gym alarms working",0.5,500.0,1500.0,google,mp3
6,25,"is the dining room temperature sensor working","is the dining room temperature sensor working",0.5,500.0,1500.0,flite,mp3
6,26,"are the bedroom air conditioners turned on","are the bedroom air conditioners turned on",0.3,300.0,2500.0,espeak,mp3
6,27,"is the in hallway","is humidifier in hallway off",0.3,300.0,2500.0,google,mp3
6,28,"can you turn any of the on","can you turn any of the tvs on",0.3,300.0,2500.0,espeak,mp3
6,29,"are the temperature gauges operational in the gym","are the temperature gauges operational in the gym",0.3,300.0,2500.0,google,mp3
7,0,"","is the phone in the living room ringing",0.3,300.0,2500.0,espeak,mp3
7,1,"motion detector","are motion detectors on in the office",0.3,300.0,2500.0,espeak,mp3
7,2,"in the restroom","is the alarm activated in the restroom",0.3,300.0,2500.0,google,mp3
7,3,"can you check the smoke detector in the hallway to be sure its on","can you check the smoke detector in the hallway to be sure it's on",0.3,300.0,2500.0,flite,mp3
7,4,"","is the miscrowave still on",0.4,400.0,2000.0,google,mp3
7,5,"not working","is the phone not working",0.4,400.0,2000.0,flite,mp3
7,6,"","what are the gym sensor readings",0.3,300.0,2500.0,espeak,mp3
7,7,"the radio in the closet","is the radio in the katicken off",0.4,400.0,2000.0,flite,mp3
7,8,"is the hallway smoke detector operating","is the hallway smoke detector operating",0.4,400.0,2000.0,google,mp3
7,9,"do you remember","do you remember whether the light bulb in the hallway is still on",0.3,300.0,2500.0,flite,mp3
7,10,"do you know whether the phone in the bathroom is turned on","do you know whether the phone in the bathroom is turned off",0.4,400.0,2000.0,google,mp3
7,11,"hallway working properly","the sensors in my hallway are working properly correct",0.4,400.0,2000.0,flite,mp3"
7,12,"did the clock in the hallway show the right time","does the clock in the hallway show the right time",0.4,400.0,2000.0,google,mp3
7,13,"can you tell me the kitchen temperature","can you tell me the kitchen temperature",0.4,400.0,2000.0,flite,mp3
7,14,"did the","is the microwave off right now",0.4,400.0,2000.0,espeak,mp3
7,15,"is air conditioner on","is the home office air conditioner on",0.5,500.0,1500.0,espeak,mp3
7,16,"what time is it on the clock in the hallway","what time is it on the clock in the hallway",0.5,500.0,1500.0,google,mp3
7,17,"could you tell me if","could you tell me if the home office's tvs are turned off",0.5,500.0,1500.0,flite,mp3
7,18,"is the clock in the hallway","is the clock in the hallway working correctly",0.5,500.0,1500.0,google,mp3
7,19,"","is there a fire in the gym",0.5,500.0,1500.0,flite,mp3
7,20,"tell me","could you tell me what the kitchen's sensors say",0.5,500.0,1500.0,espeak,mp3
7,21,"will you let me know turns on","will you let me know if the telephones in the office are turned on",0.5,500.0,1500.0,flite,mp3
7,22,"window air conditioner in the kitchen working","is the window air conditioner in the kitchen busted",0.5,500.0,1500.0,espeak,mp3
7,23,"does the air conditioner in the kitchen work","does the air conditioner in the kitchen work",0.5,500.0,1500.0,flite,mp3
7,24,"","are the gym alarms working",0.5,500.0,1500.0,google,mp3
7,25,"is the dining room temperature working","is the dining room temperature sensor working",0.5,500.0,1500.0,flite,mp3
7,26,"air conditioner turned on","are the bedroom air conditioners turned on",0.3,300.0,2500.0,espeak,mp3
7,27,"is the humidifier in hallway off","is humidifier in hallway off",0.3,300.0,2500.0,google,mp3
7,28,"","can you turn any of the tvs on",0.3,300.0,2500.0,espeak,mp3
7,29,"temperature operational gym","are the temperature gauges operational in the gym",0.3,300.0,2500.0,google,mp3
8,0,"living room","is the phone in the living room ringing",0.3,300.0,2500.0,espeak,mp3
8,1,"","are motion detectors on in the office",0.3,300.0,2500.0,espeak,mp3
8,2,"is the alarm activated in the restroom","is the alarm activated in the restroom",0.3,300.0,2500.0,google,mp3
8,3,"can you check the smoke detector in the hallway to be sure its on","can you check the smoke detector in the hallway to be sure it's on",0.3,300.0,2500.0,flite,mp3
8,4,"is the microwave still on","is the miscrowave still on",0.4,400.0,2000.0,google,mp3
8,5,"is the phone not working","is the phone not working",0.4,400.0,2000.0,flite,mp3
8,6,"","what are the gym sensor readings",0.3,300.0,2500.0,espeak,mp3
8,7,"is the radio in the","is the radio in the katicken off",0.4,400.0,2000.0,flite,mp3
8,8,"is the hallway","is the hallway smoke detector operating",0.4,400.0,2000.0,google,mp3
8,9,"do you remember whether the light in the hallway is still on","do you remember whether the light bulb in the hallway is still on",0.3,300.0,2500.0,flite,mp3
8,10,"do you know whether the phone in the bathroom is turned off","do you know whether the phone in the bathroom is turned off",0.4,400.0,2000.0,google,mp3
8,11,"the sensors in my hallway are working properly","the sensors in my hallway are working properly correct",0.4,400.0,2000.0,flite,mp3"
8,12,"does the clock in the hallway show the right time","does the clock in the hallway show the right time",0.4,400.0,2000.0,google,mp3
8,13,"can you tell me the kitchen temperature","can you tell me the kitchen temperature",0.4,400.0,2000.0,flite,mp3
8,14,"does the microwave","is the microwave off right now",0.4,400.0,2000.0,espeak,mp3
8,15,"is the home office air conditioner on","is the home office air conditioner on",0.5,500.0,1500.0,espeak,mp3
8,16,"what time is it on the clock in the hallway","what time is it on the clock in the hallway",0.5,500.0,1500.0,google,mp3
8,17,"could you tell me if the","could you tell me if the home office's tvs are turned off",0.5,500.0,1500.0,flite,mp3
8,18,"is the clock in the hallway working correctly","is the clock in the hallway working correctly",0.5,500.0,1500.0,google,mp3
8,19,"prepare to file images","is there a fire in the gym",0.5,500.0,1500.0,flite,mp3
8,20,"","could you tell me what the kitchen's sensors say",0.5,500.0,1500.0,espeak,mp3
8,21,"will you let me know if the telephone in the turns on","will you let me know if the telephones in the office are turned on",0.5,500.0,1500.0,flite,mp3
8,22,"is the window air conditioner in the kitchen working","is the window air conditioner in the kitchen busted",0.5,500.0,1500.0,espeak,mp3
8,23,"does the air conditioner in the kitchen work","does the air conditioner in the kitchen work",0.5,500.0,1500.0,flite,mp3
8,24,"are the gym alarms working","are the gym alarms working",0.5,500.0,1500.0,google,mp3
8,25,"is the dining room temperature sensor working","is the dining room temperature sensor working",0.5,500.0,1500.0,flite,mp3
8,26,"are their any air conditioners turned on","are the bedroom air conditioners turned on",0.3,300.0,2500.0,espeak,mp3
8,27,"is humidifier in hallway off","is humidifier in hallway off",0.3,300.0,2500.0,google,mp3
8,28,"can you turn any of the tv on","can you turn any of the tvs on",0.3,300.0,2500.0,espeak,mp3
8,29,"are the temperature gauges operational in the gym","are the temperature gauges operational in the gym",0.3,300.0,2500.0,google,mp3
9,0,"temperature","is the temperature being monitored in the bathroom",0.3,300.0,2500.0,flite,mp3
9,1,"working","did the sensors in the hall stop working",0.3,300.0,2500.0,espeak,mp3
9,2,"","are the speakers in the home office on",0.3,300.0,2500.0,google,mp3
9,3,"working","can you check to see if the kitchen ac is working",0.3,300.0,2500.0,espeak,mp3
9,4,"is the humidifier running in the home office","is the humidifier running in the home office",0.4,400.0,2000.0,google,mp3
9,5,"can you call me from the dining room phone","can you call me from the dining room phone",0.4,400.0,2000.0,flite,mp3
9,6,"where are the in your household","where are the tvs in your household",0.4,400.0,2000.0,google,mp3
9,7,"what temperature","what's the office temperature",0.4,400.0,2000.0,flite,mp3
9,8,"","are the air machines in the living room broke",0.4,400.0,2000.0,google,mp3
9,9,"","is the hallway clock right",0.4,400.0,2000.0,espeak,mp3
9,10,"is the radio in the office","is the radio in the office on",0.4,400.0,2000.0,google,mp3
9,11,"alarms","are the alarms in the office turned on",0.3,300.0,2500.0,flite,mp3
9,12,"are the lightbulbs in the hallway using electricity","are the light bulbs in the hallway using electricity",0.4,400.0,2000.0,google,mp3
9,13,"is the living room telephone working properly","is the dinning room telephone working properly",0.4,400.0,2000.0,flite,mp3
9,14,"are the motion detectors in the bedroom powered on","are the motion detectors in the bedroom powered on",0.4,400.0,2000.0,google,mp3
9,15,"","is the thermometer getting a reading in the living room",0.5,500.0,1500.0,espeak,mp3
9,16,"are the radios in the home office working right","are the radios in the home office working right",0.5,500.0,1500.0,google,mp3
9,17,"","can you check the kitchen grill",0.5,500.0,1500.0,espeak,mp3
9,18,"what is the status of the security alarm in the home office","what is the status of the security alarm in the home office.",0.5,500.0,1500.0,google,mp3
9,19,"any problems with the thermometer in the hallway","any problems with the thermometer in the hallway",0.5,500.0,1500.0,flite,mp3
9,20,"is the humidifier office","is the humidifier plugged in and on in the office",0.5,500.0,1500.0,google,mp3
9,21,"something","is there something wrong with the humidifiers in the house",0.5,500.0,1500.0,flite,mp3
9,22,"is there something wrong with the humidifier in the","is there something wrong with the humidifier in the bedroom",0.5,500.0,1500.0,espeak,mp3
9,23,"","does the smoke detector in the bathroom work",0.5,500.0,1500.0,espeak,mp3
9,24,"what do the thermometers in the bathroom say","what do the thermometers in the bathroom say",0.5,500.0,1500.0,google,mp3
9,25,"is the time on the clock in the kitchen correct","is the time on the clock in the kitchen correct",0.5,500.0,1500.0,flite,mp3
9,26,"","are the hallway's humidifiers off",0.3,300.0,2500.0,espeak,mp3
9,27,"is anyone using the phone in the living room","is anyone using the phones in the living room",0.3,300.0,2500.0,flite,mp3
9,28,"","is there anyone in the kitchen listening to the radio",0.3,300.0,2500.0,espeak,mp3
9,29,"is the kitchen telephone working correctly","is the kitchen telephone working correctly",0.3,300.0,2500.0,google,mp3
10,0,"if the temperature bedroom","is the temperature being monitored in the bathroom",0.3,300.0,2500.0,flite,mp3
